StartTime,Proto,SrcAddr,Sport,DstAddr,Dport,TotPkts,TotBytes,State,Label
15648,546224,192.168.0.33,51997,239.255.255.250,19,18,3602,REQ,Malicious
15648,647216,192.168.0.24,60112,210.89.164.90,8899,723,53502,INT,Malicious
15648,673878,192.168.0.13,56338,210.89.164.90,8899,1085,80290,REQ,Malicious
15648,788972,192.168.0.24,60113,210.89.164.90,8899,542,40108,INT,Malicious
15648,813645,192.168.0.16,64779,34.252.31.164,https,14,5120,RST,Malicious
15648,817318,192.168.0.24,60114,210.89.164.90,8899,893,66082,INT,Malicious
15648,830333,192.168.0.13,5634,210.89.164.90,9988,6947,514078,REQ,Malicious
15648,902057,192.168.0.24,4796,210.89.164.90,8899,502,37148,INT,Malicious
15648,976560,192.168.0.16,5213,54.230.182.63,https,78,47880,RST,Malicious
15649,150130,192.168.0.19,3456,23.35.218.205,https,2,360,CON,Malicious
15649,150203,192.168.0.19,60115,169.56.125.230,https,8,662,CON,Malicious
15649,150561,192.168.0.19,3645,52.85.230.19,http,2,132,CON,Malicious
15649,260008,192.168.0.24,60116,210.89.164.90,8899,864,63936,INT,Malicious
15649,319651,192.168.0.19,51998,172.217.161.67,https,2,630,CON,Malicious
15649,591311,192.168.0.24,51991,210.89.164.90,8899,558,41292,INT,Malicious
15649,682454,192.168.0.13,51993,210.89.164.90,8899,796,58904,REQ,Malicious
15649,793563,192.168.0.13,51992,210.89.164.90,8899,411,30414,REQ,Malicious
15649,793565,192.168.0.13,5199,210.89.164.90,8899,742,54908,REQ,Malicious
15649,793566,192.168.0.13,6478,210.89.164.90,8899,814,60236,REQ,Malicious
15649,793566,192.168.0.13,60117,210.89.164.90,8899,812,60088,REQ,Malicious
15649,872274,192.168.0.13,60118,210.89.164.90,9988,6421,475154,REQ,Malicious
15650,33237,192.168.0.24,60119,210.89.164.90,8899,424,31376,INT,Malicious
15650,75115,192.168.0.24,3398,210.89.164.90,8899,508,37592,INT,Malicious
15650,75168,192.168.0.24,6012,210.89.164.90,8899,434,32116,INT,Malicious
15650,491479,192.168.0.19,51994,104.76.85.130,https,54,3228,CON,Malicious
15650,646955,192.168.0.24,51999,210.89.164.90,8899,797,58978,INT,Malicious
15650,709954,192.168.0.13,60121,210.89.164.90,8899,544,40256,REQ,Malicious
15650,709970,192.168.0.13,60122,210.89.164.90,8899,655,48470,REQ,Malicious
15650,724938,192.168.0.24,60123,210.89.164.90,8899,1123,83102,INT,Malicious
15650,957065,192.168.0.24,64781,210.89.164.90,8899,963,71262,INT,Malicious
15650,961837,192.168.0.24,60124,210.89.164.90,8899,839,62086,INT,Malicious
15651,540303,192.168.0.13,5224,210.89.164.90,9988,6069,449106,REQ,Malicious
15651,546820,192.168.0.24,51995,210.89.164.90,8899,763,56462,INT,Malicious
15651,555671,192.168.0.19,60125,172.217.25.74,https,22,12384,CON,Malicious
15651,630106,192.168.0.13,60126,210.89.164.90,8899,457,33818,REQ,Malicious
15651,714685,192.168.0.24,60127,210.89.164.90,8899,832,61568,INT,Malicious
15651,775508,192.168.0.24,64774,210.89.164.90,8899,742,54908,INT,Malicious
15651,782759,192.168.0.24,5225,210.89.164.90,8899,779,57646,INT,Malicious
15651,976471,192.168.0.13,43238,210.89.164.90,9988,6075,449550,REQ,Malicious
15652,72895,192.168.0.19,64782,130.198.91.99,5938,4,290,CON,Malicious
15652,99451,192.168.0.24,60128,104.118.134.215,https,762,656744,CLO,Malicious
15652,149609,192.168.0.13,60129,210.89.164.90,9988,5897,436378,REQ,Malicious
15652,200683,192.168.0.24,64777,210.89.164.90,8899,976,72224,INT,Malicious
15652,378482,192.168.0.24,6013,210.89.164.90,8899,862,63788,INT,Malicious
15652,483063,192.168.0.13,60131,210.89.164.90,9988,5606,414844,REQ,Malicious
15652,533939,192.168.0.24,60132,210.89.164.90,8899,98,7252,INT,Malicious
15652,534031,192.168.0.24,60022,210.89.164.90,8899,797,58978,INT,Malicious
15652,767595,192.168.0.24,0x0008,210.89.164.90,8899,859,63566,INT,Malicious
15652,786515,192.168.0.13,64775,210.89.164.90,8899,609,45066,INT,Malicious
15652,839597,192.168.0.13,mdns,192.168.0.1,0x014d,4,392,ECO,Malicious
15652,883833,192.168.0.13,mdns,210.89.164.90,9988,4009,296666,REQ,Malicious
15652,965086,192.168.0.16,60023,224.0.0.251,mdns,10,2020,REQ,Malicious
15652,965166,fe80::1c60:edf4:f*,64776,ff02::fb,mdns,8,1776,REQ,Malicious
15653,77858,192.168.0.13,523,210.89.164.90,8899,371,27454,INT,Malicious
15653,83683,192.168.0.13,64783,210.89.164.90,9988,4007,296518,REQ,Malicious
15653,113625,192.168.0.19,60133,169.56.125.226,https,6,530,CON,Malicious
15653,149498,192.168.0.13,60134,210.89.164.90,9988,3005,222370,REQ,Malicious
15653,195684,192.168.0.24,60024,210.89.164.90,8899,849,62826,INT,Malicious
15653,196223,192.168.0.24,60135,210.89.164.90,8899,791,58534,INT,Malicious
15653,201025,192.168.0.13,64778,210.89.164.90,8899,379,28046,INT,Malicious
15653,284246,192.168.0.24,60092,210.89.164.90,8899,809,59866,INT,Malicious
15653,370358,192.168.0.13,60136,210.89.164.90,9988,4063,300662,REQ,Malicious
15653,404807,192.168.0.24,60137,210.89.164.90,8899,249,18426,REQ,Malicious
15653,667309,192.168.0.24,60025,210.89.164.90,8899,814,60236,INT,Malicious
15653,667334,192.168.0.24,60026,210.89.164.90,8899,872,64528,INT,Malicious
15653,759009,192.168.0.13,60027,210.89.164.90,8899,375,27750,INT,Malicious
15653,814833,192.168.0.13,51996,210.89.164.90,8899,469,34706,INT,Malicious
15653,815969,192.168.0.13,60138,210.89.164.90,8899,476,35224,INT,Malicious
15653,815989,192.168.0.13,60139,210.89.164.90,8899,356,26344,REQ,Malicious
15654,31639,192.168.0.24,64779,210.89.164.90,8899,753,55722,INT,Malicious
15654,119521,192.168.0.24,60112,210.89.164.90,8899,698,51652,INT,Malicious
15654,173935,192.168.0.13,6014,210.89.164.90,9988,2943,217782,REQ,Malicious
15654,329164,192.168.0.24,60141,210.89.164.90,8899,314,23236,REQ,Malicious
15654,433814,192.168.0.24,60028,210.89.164.90,8899,871,64454,INT,Malicious
15654,538062,192.168.0.24,60142,210.89.164.90,8899,826,61124,INT,Malicious
15654,540005,192.168.0.13,60029,210.89.164.90,8899,607,44918,INT,Malicious
15654,540955,192.168.0.24,6003,210.89.164.90,8899,967,71558,INT,Malicious
15654,622159,192.168.0.13,60031,210.89.164.90,8899,422,31228,INT,Malicious
15654,647593,192.168.0.13,51992,210.89.164.90,8899,518,38332,INT,Malicious
15654,832886,192.168.0.13,60143,210.89.164.90,8899,404,29896,INT,Malicious
15654,834437,192.168.0.13,60032,210.89.164.90,8899,197,14578,REQ,Malicious
15655,75232,192.168.0.24,60033,210.89.164.90,8899,728,53872,INT,Malicious
15655,148077,192.168.0.13,60034,210.89.164.90,8899,698,51652,INT,Malicious
15655,148667,192.168.0.13,51997,210.89.164.90,8899,728,53872,INT,Malicious
15655,243917,192.168.0.13,60144,210.89.164.90,8899,489,36186,INT,Malicious
15655,313162,192.168.0.13,60035,210.89.164.90,8899,364,26936,REQ,Malicious
15655,354991,192.168.0.24,60145,210.89.164.90,8899,915,67710,INT,Malicious
15655,457845,192.168.0.13,60146,210.89.164.90,8899,714,52836,INT,Malicious
15655,632268,192.168.0.24,60036,210.89.164.90,8899,1009,74666,INT,Malicious
15655,652871,192.168.0.24,3398,210.89.164.90,8899,733,54242,INT,Malicious
15655,758610,192.168.0.13,60147,210.89.164.90,8899,393,29082,INT,Malicious
15655,878113,192.168.0.19,60037,104.76.85.130,https,52,5488,CON,Malicious
15655,881216,192.168.0.24,60148,210.89.164.90,8899,713,52762,INT,Malicious
15655,926874,192.168.0.13,60038,210.89.164.90,8899,588,43512,INT,Malicious
15656,51244,192.168.0.24,60039,210.89.164.90,8899,977,72298,INT,Malicious
15656,161881,192.168.0.13,60116,210.89.164.90,8899,723,53502,INT,Malicious
15656,253691,192.168.0.13,60149,210.89.164.90,8899,702,51948,INT,Malicious
15656,264090,192.168.0.24,6015,210.89.164.90,8899,497,36778,REQ,Malicious
15656,266451,192.168.0.24,6004,210.89.164.90,8899,1008,74592,INT,Malicious
15656,268802,192.168.0.24,6478,210.89.164.90,8899,907,67118,INT,Malicious
15656,356824,192.168.0.13,60151,210.89.164.90,8899,599,44326,INT,Malicious
15656,738972,192.168.0.13,5207,210.89.164.90,9988,3952,292448,REQ,Malicious
15656,790220,192.168.0.24,60041,210.89.164.90,8899,748,55352,INT,Malicious
15656,837898,192.168.0.19,51995,40.90.23.217,https,2,132,REQ,Malicious
15656,954564,192.168.0.13,60042,210.89.164.90,8899,807,59718,INT,Malicious
15656,977943,192.168.0.13,60043,210.89.164.90,8899,41,3034,REQ,Malicious
15656,983460,192.168.0.13,60044,210.89.164.90,8899,675,49950,INT,Malicious
15656,983881,192.168.0.13,60045,210.89.164.90,8899,497,36778,INT,Malicious
15656,990031,192.168.0.13,64782,210.89.164.90,8899,705,52170,INT,Malicious
15657,88909,192.168.0.13,60152,210.89.164.90,8899,871,64454,INT,Malicious
15657,149662,192.168.0.13,60153,210.89.164.90,9988,2016,149184,REQ,Malicious
15657,181688,192.168.0.24,43238,210.89.164.90,8899,749,55426,INT,Malicious
15657,204276,192.168.0.24,3456,210.89.164.90,8899,791,58534,INT,Malicious
15657,318913,192.168.0.24,60154,104.118.134.215,https,228,185494,CLO,Malicious
15657,361279,192.168.0.19,64777,52.85.230.19,http,4,264,CON,Malicious
15657,393456,192.168.0.24,60046,210.89.164.90,8899,823,60902,INT,Malicious
15657,486136,192.168.0.13,60155,210.89.164.90,9988,2348,173752,REQ,Malicious
15657,609727,192.168.0.13,0,210.89.164.90,8899,436,32264,INT,Malicious
15657,810196,192.168.0.24,60156,210.89.164.90,8899,806,59644,INT,Malicious
15657,842487,192.168.0.1,4095,192.168.0.13,0,4,168,CON,Malicious
15657,930765,192.168.0.24,60047,210.89.164.90,8899,914,67636,INT,Malicious
15657,945263,192.168.0.19,60048,173.194.49.203,https,30,1908,CON,Malicious
15657,978343,192.168.0.13,60157,210.89.164.90,8899,521,38554,INT,Malicious
15657,995407,192.168.0.13,63886,210.89.164.90,8899,431,31894,INT,Malicious
15658,76687,192.168.0.24,6013,210.89.164.90,8899,702,51948,INT,Malicious
15658,78705,192.168.0.19,60049,163.152.1.1,domain,2,160,INT,Malicious
15658,115533,192.168.0.24,60158,210.89.164.90,8899,627,46398,REQ,Malicious
15658,116127,192.168.0.13,6005,210.89.164.90,8899,428,31672,INT,Malicious
15658,232986,192.168.0.24,60051,210.89.164.90,8899,732,54168,INT,Malicious
15658,487758,192.168.0.13,60052,210.89.164.90,8899,600,44400,INT,Malicious
15658,489635,192.168.0.13,19,210.89.164.90,8899,530,39220,INT,Malicious
15658,502795,192.168.0.13,51991,210.89.164.90,8899,555,41070,INT,Malicious
15658,550780,192.168.0.33,60159,239.255.255.250,19,12,2388,REQ,Malicious
15658,713466,192.168.0.13,6016,210.89.164.90,8899,482,35668,REQ,Malicious
15658,787996,192.168.0.24,60053,210.89.164.90,8899,674,49876,INT,Malicious
15658,808524,192.168.0.24,60161,210.89.164.90,8899,1039,76886,INT,Malicious
15658,819203,192.168.0.13,60162,210.89.164.90,8899,564,41736,INT,Malicious
15658,917719,192.168.0.24,60054,210.89.164.90,8899,739,54686,INT,Malicious
15659,48804,192.168.0.24,60055,210.89.164.90,8899,581,42994,INT,Malicious
15659,50448,192.168.0.13,60056,210.89.164.90,8899,346,25604,INT,Malicious
15659,107761,192.168.0.13,64779,210.89.164.90,8899,466,34484,INT,Malicious
15659,126854,192.168.0.13,60163,210.89.164.90,8899,519,38406,INT,Malicious
15659,197131,192.168.0.13,60057,210.89.164.90,9988,3061,226514,REQ,Malicious
15659,288613,192.168.0.24,60058,210.89.164.90,8899,803,59422,INT,Malicious
15659,422295,192.168.0.13,64775,210.89.164.90,8899,587,43438,INT,Malicious
15659,440300,192.168.0.13,60164,210.89.164.90,8899,399,29526,INT,Malicious
15659,451339,192.168.0.13,64783,210.89.164.90,9988,3975,294150,REQ,Malicious
15659,455563,192.168.0.24,64776,210.89.164.90,8899,330,24420,INT,Malicious
15659,596773,192.168.0.13,0,210.89.164.90,9988,4095,303030,REQ,Malicious
15659,708159,192.168.0.13,60059,210.89.164.90,9988,4004,296296,REQ,Malicious
15659,708560,155.37.183.232,0,146.113.160.94,0,2,3022,INT,Malicious
15659,736888,192.168.0.13,0,210.89.164.90,8899,514,38036,INT,Malicious
15659,751927,192.168.0.1,0,224.0.0.1,0,8,368,INT,Malicious
15659,830375,192.168.0.13,60165,224.0.0.251,0,2,92,REQ,Malicious
15659,832653,192.168.0.13,64778,239.255.255.250,0,2,92,REQ,Malicious
15659,852432,192.168.0.24,51298,210.89.164.90,8899,848,62752,INT,Malicious
15659,920949,192.168.0.13,64781,210.89.164.90,9988,4078,301772,REQ,Malicious
15660,18822,192.168.0.24,60166,223.39.123.194,8281,6,674,CON,Malicious
15660,58041,192.168.0.13,60167,210.89.164.90,9988,4011,296814,REQ,Malicious
15660,72345,192.168.0.24,6006,210.89.164.90,8899,723,53502,INT,Malicious
15660,75623,192.168.0.24,64774,210.89.164.90,8899,818,60532,INT,Malicious
15660,144764,192.168.0.13,60061,210.89.164.90,8899,577,42698,INT,Malicious
15660,228513,192.168.0.13,60168,210.89.164.90,9988,4087,302438,REQ,Malicious
15660,247681,192.168.0.13,60169,210.89.164.90,8899,480,35520,INT,Malicious
15660,250210,192.168.0.24,60062,210.89.164.90,8899,925,68450,INT,Malicious
15660,554689,192.168.0.24,6017,210.89.164.90,8899,774,57276,INT,Malicious
15660,572054,192.168.0.13,60171,210.89.164.90,8899,501,37074,INT,Malicious
15660,752433,192.168.0.24,mdns,210.89.164.90,8899,801,59274,INT,Malicious
15660,835341,192.168.0.24,mdns,210.89.164.90,8899,803,59422,INT,Malicious
15660,845055,192.168.0.16,60172,224.0.0.251,mdns,22,3120,REQ,Malicious
15660,845615,fe80::1c60:edf4:f*,60063,ff02::fb,mdns,22,3560,REQ,Malicious
15660,880956,192.168.0.24,60064,210.89.164.90,8899,853,63122,INT,Malicious
15660,985761,192.168.0.13,60173,210.89.164.90,8899,502,37148,INT,Malicious
15660,991058,192.168.0.13,60036,210.89.164.90,8899,439,32486,INT,Malicious
15661,282283,192.168.0.24,60065,210.89.164.90,8899,914,67636,INT,Malicious
15661,288676,192.168.0.13,3398,210.89.164.90,8899,124,9176,REQ,Malicious
15661,378976,192.168.0.13,60146,210.89.164.90,8899,521,38554,INT,Malicious
15661,390116,192.168.0.19,60066,104.76.85.130,https,70,4068,CON,Malicious
15661,400227,192.168.0.24,60067,210.89.164.90,8899,193,14282,REQ,Malicious
15661,400774,192.168.0.13,60174,210.89.164.90,8899,725,53650,INT,Malicious
15661,482201,192.168.0.13,0,210.89.164.90,8899,761,56314,INT,Malicious
15661,498943,192.168.0.24,0,210.89.164.90,8899,643,47582,INT,Malicious
15661,573811,192.168.0.16,60175,224.0.0.251,0,2,92,INT,Malicious
15661,573891,192.168.0.16,526,224.0.0.251,0,2,92,INT,Malicious
15661,604854,192.168.0.24,60068,210.89.164.90,8899,1172,86728,INT,Malicious
15661,641107,192.168.0.19,60069,213.227.170.134,http,2,132,REQ,Malicious
15661,695312,192.168.0.13,60176,210.89.164.90,8899,572,42328,INT,Malicious
15661,746337,192.168.0.13,60177,210.89.164.90,8899,532,39368,INT,Malicious
15661,815385,192.168.0.24,51997,210.89.164.90,8899,1001,74074,INT,Malicious
15661,960414,192.168.0.24,6007,210.89.164.90,8899,1004,74296,INT,Malicious
15662,114216,192.168.0.13,5164,210.89.164.90,8899,229,16946,REQ,Malicious
15662,286391,192.168.0.13,60071,210.89.164.90,8899,531,39294,INT,Malicious
15662,387508,192.168.0.19,60152,220.181.136.210,https,2,108,CON,Malicious
15662,389657,192.168.0.13,60178,210.89.164.90,8899,530,39220,INT,Malicious
15662,390624,192.168.0.24,43238,210.89.164.90,8899,42,3108,REQ,Malicious
15662,390636,192.168.0.24,60072,210.89.164.90,8899,815,60310,INT,Malicious
15662,392235,192.168.0.24,60179,104.118.134.215,https,656,551776,CLO,Malicious
15662,404798,192.168.0.13,60073,210.89.164.90,8899,406,30044,INT,Malicious
15662,410967,192.168.0.24,60074,210.89.164.90,8899,916,67784,INT,Malicious
15662,500445,192.168.0.13,60075,210.89.164.90,8899,726,53724,INT,Malicious
15662,628446,192.168.0.13,6018,210.89.164.90,8899,768,56832,INT,Malicious
15662,699883,192.168.0.13,6478,210.89.164.90,8899,769,56906,INT,Malicious
15662,741176,192.168.0.24,60181,210.89.164.90,8899,854,63196,INT,Malicious
15662,927600,192.168.0.13,64782,210.89.164.90,9988,4022,297628,REQ,Malicious
15663,26560,192.168.0.24,4095,210.89.164.90,8899,666,49284,INT,Malicious
15663,69577,192.168.0.13,59394,210.89.164.90,9988,3998,295852,REQ,Malicious
15663,76348,192.168.0.19,60182,173.194.49.203,https,32,1992,CON,Malicious
15663,78858,192.168.0.19,5265,163.152.11.6,domain,2,160,INT,Malicious
15663,85535,192.168.0.24,60076,210.89.164.90,8899,831,61494,INT,Malicious
15663,86002,192.168.0.19,60183,203.205.146.45,http,2,132,REQ,Malicious
15663,222183,192.168.0.13,0,210.89.164.90,8899,573,42402,INT,Malicious
15663,239615,192.168.0.24,60077,210.89.164.90,8899,778,57572,INT,Malicious
15663,291710,192.168.0.1,5267,192.168.0.24,0,4,168,CON,Malicious
15663,337706,192.168.0.13,60078,210.89.164.90,8899,624,46176,INT,Malicious
15663,426731,192.168.0.19,60079,211.233.18.17,http,14,1012,CON,Malicious
15663,509881,192.168.0.13,60184,210.89.164.90,8899,464,34336,INT,Malicious
15663,552249,192.168.0.13,51991,210.89.164.90,8899,484,35816,INT,Malicious
15663,662122,192.168.0.24,6008,210.89.164.90,8899,907,67118,INT,Malicious
15663,713697,192.168.0.13,60081,210.89.164.90,8899,172,12728,REQ,Malicious
15663,752413,192.168.0.13,60185,210.89.164.90,8899,474,35076,INT,Malicious
15663,848063,192.168.0.13,60082,210.89.164.90,8899,516,38184,INT,Malicious
15663,860942,192.168.0.24,60186,210.89.164.90,8899,779,57646,INT,Malicious
15663,915881,192.168.0.13,60083,210.89.164.90,8899,394,29156,INT,Malicious
15663,949531,192.168.0.24,mdns,210.89.164.90,8899,626,46324,INT,Malicious
15663,951555,192.168.0.13,64777,210.89.164.90,8899,686,50764,INT,Malicious
15663,954754,192.168.0.33,60054,192.168.0.16,mdns,2,570,REQ,Malicious
15664,81386,192.168.0.13,60084,210.89.164.90,9988,3948,292152,REQ,Malicious
15664,136283,192.168.0.13,60085,210.89.164.90,8899,138,10212,REQ,Malicious
15664,141529,192.168.0.13,60187,210.89.164.90,8899,490,36260,INT,Malicious
15664,363209,192.168.0.13,527,210.89.164.90,8899,502,37148,INT,Malicious
15664,365009,192.168.0.24,60188,210.89.164.90,8899,676,50024,INT,Malicious
15664,390254,192.168.0.19,64779,188.172.203.41,http,2,366,CON,Malicious
15664,449617,192.168.0.24,60164,210.89.164.90,8899,609,45066,INT,Malicious
15664,498054,192.168.0.13,64775,210.89.164.90,9988,4046,299404,REQ,Malicious
15664,540433,192.168.0.24,60086,210.89.164.90,8899,289,21386,REQ,Malicious
15664,599191,192.168.0.13,5272,210.89.164.90,9988,4046,299404,REQ,Malicious
15664,634313,192.168.0.13,60189,210.89.164.90,8899,408,30192,INT,Malicious
15664,636588,192.168.0.19,60087,168.1.114.5,http,4,472,CON,Malicious
15664,641093,192.168.0.24,64783,210.89.164.90,8899,598,44252,INT,Malicious
15664,674588,192.168.0.13,60088,210.89.164.90,8899,494,36556,INT,Malicious
15664,735127,192.168.0.13,64776,210.89.164.90,9988,4058,300292,REQ,Malicious
15664,818578,192.168.0.13,6019,210.89.164.90,8899,613,45362,INT,Malicious
15664,927616,192.168.0.13,64778,210.89.164.90,9988,2039,150886,REQ,Malicious
15664,935648,192.168.0.24,60191,210.89.164.90,8899,769,56906,INT,Malicious
15665,118387,192.168.0.13,60192,210.89.164.90,9988,2049,151626,REQ,Malicious
15665,156781,192.168.0.24,60193,210.89.164.90,8899,902,66748,INT,Malicious
15665,156801,192.168.0.24,64781,210.89.164.90,8899,888,65712,INT,Malicious
15665,159180,192.168.0.24,60089,210.89.164.90,8899,853,63122,INT,Malicious
15665,225577,192.168.0.13,60194,210.89.164.90,9988,2031,150294,REQ,Malicious
15665,315066,192.168.0.13,64774,210.89.164.90,8899,886,65564,INT,Malicious
15665,335173,192.168.0.24,6009,210.89.164.90,8899,980,72520,INT,Malicious
15665,348755,192.168.0.13,60091,210.89.164.90,9988,2002,148148,REQ,Malicious
15665,350368,192.168.0.13,60195,210.89.164.90,8899,462,34188,INT,Malicious
15665,350379,192.168.0.13,60196,210.89.164.90,8899,392,29008,INT,Malicious
15665,579177,192.168.0.24,60197,210.89.164.90,8899,685,50690,INT,Malicious
15665,893449,192.168.0.24,60092,210.89.164.90,8899,669,49506,INT,Malicious
15665,990929,192.168.0.24,60093,210.89.164.90,8899,153,11322,INT,Malicious
15666,115314,192.168.0.13,60094,210.89.164.90,8899,315,23310,INT,Malicious
15666,189976,192.168.0.13,60198,210.89.164.90,8899,595,44030,INT,Malicious
15666,189976,192.168.0.13,60095,210.89.164.90,8899,585,43290,INT,Malicious
15666,226971,192.168.0.24,60199,210.89.164.90,8899,1012,74888,INT,Malicious
15666,256342,192.168.0.13,602,210.89.164.90,8899,482,35668,INT,Malicious
15666,424943,192.168.0.24,60096,210.89.164.90,8899,661,48914,INT,Malicious
15666,429357,192.168.0.24,3398,210.89.164.90,8899,913,67562,INT,Malicious
15666,551074,192.168.0.13,60097,210.89.164.90,8899,530,39220,INT,Malicious
15666,568821,192.168.0.19,60098,104.76.85.130,https,18,1068,CON,Malicious
15666,908669,192.168.0.13,60201,210.89.164.90,8899,717,53058,INT,Malicious
15666,915735,192.168.0.13,60099,210.89.164.90,8899,541,40034,INT,Malicious
15667,109214,192.168.0.24,601,210.89.164.90,8899,816,60384,INT,Malicious
15667,190984,192.168.0.13,60202,210.89.164.90,8899,661,48914,INT,Malicious
15667,213019,192.168.0.13,60072,210.89.164.90,8899,511,37814,INT,Malicious
15667,325474,192.168.0.24,60203,210.89.164.90,8899,747,55278,INT,Malicious
15667,406164,192.168.0.13,60204,210.89.164.90,8899,346,25604,REQ,Malicious
15667,407123,192.168.0.24,60101,210.89.164.90,8899,825,61050,INT,Malicious
15667,456306,192.168.0.24,43238,210.89.164.90,8899,717,53058,INT,Malicious
15667,500053,192.168.0.13,60103,210.89.164.90,8899,876,64824,INT,Malicious
15667,546574,192.168.0.24,60102,104.118.134.215,https,758,671122,CLO,Malicious
15667,714727,192.168.0.13,60104,210.89.164.90,8899,773,57202,INT,Malicious
15667,714824,192.168.0.13,0x0008,210.89.164.90,8899,637,47138,INT,Malicious
15667,816952,192.168.0.13,60178,210.89.164.90,8899,1078,79772,INT,Malicious
15667,857254,192.168.0.13,60205,192.168.0.1,0x014d,4,392,ECO,Malicious
15667,920261,192.168.0.24,60206,210.89.164.90,8899,7,518,REQ,Malicious
15667,921269,192.168.0.24,60207,210.89.164.90,8899,661,48914,INT,Malicious
15668,43058,192.168.0.24,60105,210.89.164.90,8899,776,57424,INT,Malicious
15668,127107,192.168.0.24,60208,210.89.164.90,8899,657,48618,INT,Malicious
15668,257946,192.168.0.13,60106,210.89.164.90,8899,807,59718,INT,Malicious
15668,269072,192.168.0.24,60107,210.89.164.90,8899,687,50838,INT,Malicious
15668,403488,192.168.0.13,60209,210.89.164.90,8899,713,52762,INT,Malicious
15668,403507,192.168.0.13,4095,210.89.164.90,8899,874,64676,INT,Malicious
15668,404563,192.168.0.24,19,210.89.164.90,8899,388,28712,INT,Malicious
15668,517356,192.168.0.19,60108,173.194.49.203,https,42,2644,CON,Malicious
15668,551521,192.168.0.33,60109,239.255.255.250,19,16,3184,REQ,Malicious
15668,630929,192.168.0.13,6021,210.89.164.90,8899,605,44770,INT,Malicious
15668,643878,192.168.0.13,60211,210.89.164.90,8899,622,46028,INT,Malicious
15668,651290,192.168.0.24,60212,210.89.164.90,8899,753,55722,INT,Malicious
15668,676339,192.168.0.24,5277,210.89.164.90,8899,890,65860,INT,Malicious
15668,714231,192.168.0.24,6011,210.89.164.90,8899,828,61272,INT,Malicious
15668,720430,192.168.0.19,60213,37.252.244.134,5938,6,422,CON,Malicious
15668,739506,192.168.0.13,5287,210.89.164.90,8899,926,68524,INT,Malicious
15668,751098,192.168.0.24,60111,210.89.164.90,8899,621,45954,INT,Malicious
15668,832390,192.168.0.19,60214,40.90.23.236,https,4,264,REQ,Malicious
15669,117734,192.168.0.13,60112,210.89.164.90,8899,723,53502,INT,Malicious
15669,120053,192.168.0.24,60113,210.89.164.90,8899,834,61716,INT,Malicious
15669,259490,192.168.0.13,60114,210.89.164.90,8899,542,40108,INT,Malicious
15669,287837,192.168.0.13,60215,210.89.164.90,8899,893,66082,INT,Malicious
15669,372576,192.168.0.13,60216,210.89.164.90,8899,502,37148,INT,Malicious
15669,456279,192.168.0.24,60115,210.89.164.90,8899,716,52984,INT,Malicious
15669,531269,192.168.0.24,5291,210.89.164.90,8899,779,57646,INT,Malicious
15669,730526,192.168.0.13,60217,210.89.164.90,8899,864,63936,INT,Malicious
15669,790521,192.168.0.19,60218,217.146.11.109,https,8,662,CON,Malicious
15669,834726,192.168.0.24,60116,210.89.164.90,8899,470,34780,INT,Malicious
15669,969694,192.168.0.24,60219,210.89.164.90,8899,776,57424,INT,Malicious
15670,61829,192.168.0.13,6022,210.89.164.90,8899,558,41292,INT,Malicious
15670,246539,192.168.0.24,60117,210.89.164.90,8899,700,51800,INT,Malicious
15670,482511,192.168.0.24,60118,210.89.164.90,8899,795,58830,INT,Malicious
15670,503755,192.168.0.13,60119,210.89.164.90,8899,424,31376,INT,Malicious
15670,545634,192.168.0.13,60221,210.89.164.90,8899,508,37592,INT,Malicious
15670,545686,192.168.0.13,56361,210.89.164.90,8899,434,32116,INT,Malicious
15670,592969,192.168.0.24,60222,210.89.164.90,8899,188,13912,INT,Malicious
15670,643878,192.168.0.13,60223,13.228.233.32,6,4,408,CON,Malicious
15670,768302,192.168.0.24,60224,210.89.164.90,8899,253,18722,INT,Malicious
15670,826886,192.168.0.24,6012,210.89.164.90,8899,1038,76812,INT,Malicious
15670,967472,192.168.0.24,60121,210.89.164.90,8899,35,2590,INT,Malicious
15671,117473,192.168.0.13,60225,210.89.164.90,8899,797,58978,INT,Malicious
15671,195457,192.168.0.13,60226,210.89.164.90,8899,1123,83102,INT,Malicious
15671,294940,192.168.0.24,60122,210.89.164.90,8899,891,65934,INT,Malicious
15671,334902,192.168.0.24,60227,210.89.164.90,8899,789,58386,INT,Malicious
15671,427583,192.168.0.13,60123,210.89.164.90,8899,963,71262,INT,Malicious
15671,432083,192.168.0.24,5297,210.89.164.90,8899,712,52688,INT,Malicious
15671,432355,192.168.0.13,5298,210.89.164.90,8899,839,62086,INT,Malicious
15671,480724,192.168.0.19,64227,130.198.91.99,http,2,366,CON,Malicious
15671,480917,192.168.0.19,53,203.205.151.52,https,10,2296,CON,Malicious
15671,492205,192.168.0.19,60228,163.152.1.1,domain,2,166,INT,Malicious
15671,494951,192.168.0.19,60197,130.198.91.101,http,2,132,REQ,Malicious
15671,616276,192.168.0.24,60124,210.89.164.90,8899,174,12876,INT,Malicious
15671,935783,192.168.0.24,60229,210.89.164.90,8899,1,74,REQ,Malicious
15672,17339,192.168.0.13,6023,210.89.164.90,8899,763,56462,INT,Malicious
15672,97712,192.168.0.24,60231,210.89.164.90,8899,219,16206,INT,Malicious
